Problem,Rationale,options,correct,category
32.32 / 2000 is equal to :,"""25.25 / 2000 = 2525 / 200000 = 0.01616 answer : d""","a ) 1.012526 , b ) 0.012625 , c ) 0.12526 , d ) 0.01616 , e ) 0.12725",d,general
"the average of 5 consecutive odd numbers a , b , c , d and e is 33 . what percent of a is d ?",explanation : in such a case the middle number ( c ) is the average ∴ c = 33 and a = 29 and d = 35 required percentage =  35/29 x 100 = 120.9 answer : option b,"a ) 86.8 , b ) 120.9 , c ) 89.2 , d ) 90.1 , e ) 92.2",b,general
find the value of ( 950 + 220 / 900 ) * 900,"""( 855000 + 220 ) / 900 * 900 = 855000 + 220 = 855220 answer : d""","a ) 854542 , b ) 856945 , c ) 758965 , d ) 855220 , e ) 826450",d,general
the average speed of a car is 1 3 / 5 times the avg speed of a bike . a tractor covers 575 km in 23 hrs . how much distance will the car cover in 4 hrs if the speed of the bike is twice speed of the tractor ?,"sol . average speed of a tractor = 25 km / h the speed of a bike in an hour = 25 × 2 = 50 km the speed of a car in an hour = 8 / 5 * 50 = 80 km so , the distance covered by car in 4 h is 80 × 4 = 320 km ans . ( b )","a ) 400 km , b ) 320 km , c ) 360 km , d ) 550 km , e ) 600 km",b,general
a trained covered x km at 40 kmph and another 2 x km at 20 kmph . find the average speed of the train in covering the entire 7 x km .,"""total time taken = x / 40 + 2 x / 20 hours = 5 x / 40 = x / 8 hours average speed = 7 x / ( x / 8 ) = 56 kmph answer : a""","a ) 56 , b ) 18 , c ) 24 , d ) 19 , e ) 12",a,general
"in a forest 120 deer were caught , tagged with electronic markers , then released . a week later , 50 deer were captured in the same forest . of these 50 deer , it was found that 5 had been tagged with the electronic markers . if the percentage of tagged deer in the second sample approximates the percentage of tagged deer in the forest , and if no deer had either left or entered the forest over the preceding week , what is the approximate number of deer in the forest ?","""the percentage of tagged deer in the second sample = 5 / 50 * 100 = 10 % . so , 120 tagged deers comprise 10 % of total # of deers - - > total # of deers = 120 * 10 = 1,200 answer : a""","a ) 1,200 , b ) 750 , c ) 1,250 , d ) 1,500 , e ) 2,500",a,general
"a container contains 1000 liters of milk , from this container 10 liters of milk was taken out and replaced by water . this process was repeated further 2 times . how much milk is now contained by the container ?",amount of milk left after 3 operations = 1000 ( 1 - 10 / 1000 ) ^ 3 = 1000 * 99 / 100 * 99 / 100 * 99 / 100 = 970.3 liters answer is a,"a ) 970.3 liters , b ) 1000.45 liters , c ) 879.65 liters , d ) 1020.56 liters , e ) 910.95 liters",a,general
"for all positive integers m and v , the expression m θ v represents the remainder when m is divided by v . what is the value of ( ( 90 θ 33 ) θ 17 ) - ( 97 θ ( 33 θ 17 ) ) ?",( ( 90 θ 33 ) θ 17 ) the remainder of 90 divided by 33 is 24 ; the remainder of 24 divided by 17 is 7 ; ( 97 θ ( 33 θ 17 ) ) the remainder of 33 divided by 17 is 16 ; the remainder of 97 divided by 16 is 1 . 7 - 1 = 6 . answer : d .,"a ) 0 , b ) 2 , c ) 4 , d ) 6 , e ) 8",d,general
"rs . 1775 is divided amongst a , b , c so that 5 times a ' s share , 3 times b ' s share and 7 times c ' s share are all equal . find c ' s share ?",a + b + c = 590 5 a = 3 b = 7 c = x a : b : c = 1 / 5 : 1 / 3 : 1 / 7 = 21 : 35 : 15 15 / 71 * 1775 = rs . 375 answer : e,"a ) 177 , b ) 150 , c ) 817 , d ) 716 , e ) 375",e,general
"n and m are each 3 - digit integers . each of the numbers 2 , 3 , 4,5 , 6 , and 7 is a digit of either n or m . what is the smallest possible positive difference between n and m ?","""you have 6 digits : 2 , 3 , 4 , 5 , 6 , 7 each digit needs to be used to make two 3 digit numbers . this means that we will use each of the digits only once and in only one of the numbers . the numbers need to be as close to each other as possible . the numbers can not be equal so the greater number needs to be as small as possible and the smaller number needs to be as large as possible to be close to each other . the first digit ( hundreds digit ) of both numbers should be consecutive integers now let ' s think about the next digit ( the tens digit ) . to minimize the difference between the numbers , the tens digit of the greater number should be as small as possible and the tens digit of the smaller number should be as large as possible . so let ' s not use 2 and 7 in the hundreds places and reserve them for the tens places . now what are the options ? try and make a pair with ( 3 * * and 4 * * ) . make the 3 * * number as large as possible and make the 4 * * number as small as possible . 376 and 425 ( difference is 49 ) or try and make a pair with ( 5 * * and 6 * * ) . make the 5 * * number as large as possible and make the 6 * * number as small as possible . we get 574 and 623 ( difference is 49 ) b""","a ) 59 , b ) 49 , c ) 58 , d ) 113 , e ) 131",b,general
let the number which when multiplied by 11 is increased by 300 .,"solution let the number be x . then , 11 x - x = 300 ‹ = › 10 x = 300 x ‹ = › 30 . answer e","a ) 14 , b ) 20 , c ) 26 , d ) 28 , e ) 30",e,general
the cost of 2 chairs and 3 tables is rs . 1500 . the cost of 3 chairs and 2 tables is rs . 1200 . the cost of each table is more than that of each chair by ?,"""explanation : 2 c + 3 t = 1500 - - - ( 1 ) 3 c + 2 t = 1200 - - - ( 2 ) subtracting 2 nd from 1 st , we get - c + t = 300 = > t - c = 300 answer : e""","a ) 228 , b ) 287 , c ) 277 , d ) 188 , e ) 300",e,general
"for a certain exam , a score of 58 was 2 standard deviations below mean and a score of 98 was 3 standard deviations above mean . what was the mean score r for the exam ?","""a score of 58 was 2 standard deviations below the mean - - > 58 = mean - 2 d a score of 98 was 3 standard deviations above the mean - - > 98 = mean + 3 d solving above for mean r = 74 . answer : a .""","a ) 74 , b ) 76 , c ) 78 , d ) 80 , e ) 82",a,general
"if n divided by 3 has a remainder of 2 , what is the remainder when 2 times n is divided by 3 ?","""as per question = > n = 3 p + 2 for some integer p hence 2 n = > 6 q + 4 = > remainder = > 1 for some integer q hence a""","a ) 1 , b ) 2 , c ) 3 , d ) 5 , e ) 0",a,general
"mr yadav spends 60 % of his monthly salary on consumable items and 50 % of the remaining on clothes and transport . he saves the remaining amount . if his savings at the end of the year were 24000 , how much amount per month would he have spent on clothes and transport ?","""∵ amount , he have spent in 1 month on clothes transport = amount spent on saving per month ∵ amount , spent on clothes and transport = 24000 ⁄ 12 = 2000 answer a""","a ) 2000 , b ) 8076 , c ) 9691.2 , d ) 4845.6 , e ) none of these",a,general
"joan took out a mortgage from hel local bank . each monthly mortgage payment she makes must be triple the amount of the previous month ' s payment . if her first payment is $ 100 , and the total amount she must pay back is $ 36400 , how many months will it take joan to pay back her mortgage ?","""joan starts off with 100 $ . . which is to be tripled every month her monthly payments look like this : 100 , 300 , 900 , 2700 . . . . . . . . . upto 36400 this can be re written as : 100 x 1 , 100 x 3 , 100 x 9 , 100 x 27 . . . . . . 100 x 364 so we have 1 , 3 , 9 , 27 . . . . . 36400 in gp we know that a = 1 , and r = 3 ( its easy to figure it out by looking at the question , but regardless of it being mentioned in the question we can still compute the value of r using the formula tn = a 3 ^ n - 1 . . . ) therefore to find the sum of n terms of a gp we use this formula : sn = a ( 1 - r ^ n ) / 1 - r using this and plugging in the information we get . . . 364 = 1 - 3 ^ n / 1 - 3 ; 1 - 3 ^ n / - 2 cross multiplying we get 364 x - 2 = 1 - 3 ^ n - 728 = 1 - 3 ^ n - 729 = - 3 ^ n 729 = 3 ^ n ( negatives cancel out ) 729 can also be re written as 3 ^ 6 therefore ; 3 ^ 6 = 3 ^ n thus n = 6 ( a )""","a ) 6 , b ) 8 , c ) 10 , d ) 11 , e ) 13",a,general
how many even multiples of 65 are there between 649 and 1301 ?,"""650 = 10 * 65 1300 = 20 * 65 the even multiples are 65 multiplied by 10 , 12 , 14 , 16 , 18 , and 20 for a total of 6 . the answer is b .""","a ) 5 , b ) 6 , c ) 9 , d ) 10 , e ) 11",b,general
find the value of 201834 x 99999 = m ?,"""201834 x 99999 = 201834 x ( 100000 - 1 ) = 201834 x 100000 - 201834 x 1 = 20183400000 - 201834 = 20183198166 a""","a ) 20183198166 , b ) 20194181766 , c ) 20175292556 , d ) 20132191166 , e ) 20153198166",a,general
"if p is a prime number greater than 3 , find the remainder when p ^ 2 + 16 is divided by 12 .","every prime number greater than 3 can be written 6 n + 1 or 6 n - 1 . if p = 6 n + 1 , then p ^ 2 + 16 = 36 n ^ 2 + 12 n + 1 + 16 = 36 n ^ 2 + 12 n + 12 + 5 if p = 6 n - 1 , then p ^ 2 + 16 = 36 n ^ 2 - 12 n + 1 + 16 = 36 n ^ 2 - 12 n + 12 + 5 when divided by 12 , it must leave a remainder of 5 . the answer is a .","a ) 5 , b ) 1 , c ) 0 , d ) 8 , e ) 7",a,general
what is the least value of x . so that 22 x 57 is divisible by 3 .,"""explanation : the sum of the digits of the number is divisible by 3 , then the number is divisible by 3 . 2 + 2 + x + 5 + 7 = 16 + x least value of x may be 2 therefore 16 + 2 = 18 is divisible by 3 . answer : option a""","a ) 2 , b ) 0 , c ) 1 , d ) 3 , e ) 4",a,general
the sum of first n consecutive odd integers is n ^ 2 . what is the sum of all odd integers between 13 and 31 inclusive .,"we ' re dealing with a sequence of consecutive odd integers : 13 to 31 , inclusive . we ' re asked for the sum of this group . 1 ) start with the sum of the smallest and the biggest : 13 + 31 = 44 2 ) now look at the ' next smallest ' and the ' next biggest ' : 15 + 29 = 44 now we have proof that there is no middle term . we have 5 bunches of 44 5 ( 44 ) = 220 a","a ) 220 , b ) 364 , c ) 410 , d ) 424 , e ) 450",a,general
"given that 268 x 74 = 19632 , find the value of 2.68 x . 74 .","""solution sum of decimals places = ( 2 + 2 ) = 4 . therefore , = 2.68 × . 74 = 1.9632 answer a""","a ) 1.9632 , b ) 1.0025 , c ) 1.5693 , d ) 1.0266 , e ) none",a,general
a batsman in his 9 th inning makes a score of 75 and their by increasing his average by 7 . what is his average after the 9 th inning ?,8 x + 75 = 9 ( x + 7 ) x = 12 + 7 = 19 answer : b,"a ) 12 , b ) 19 , c ) 26 , d ) 33 , e ) 40",b,general
two numbers are less than a third number by 40 % and 47 % respectively . how much per cent is the second number less than the first ?,"""here , x = 40 and y = 47 therefore second number = [ [ ( 100 - y ) / ( 100 - x ) ] x 100 ] % of first number = [ [ ( 100 - 47 ) / ( 100 - 40 ) ] x 100 ] % of first number i . e , 88.3 % of the first . answer : b""","a ) 95 % , b ) 88 % , c ) 85 % , d ) 90 % , e ) none of these",b,general
"what is the next number : 2 , 10 , 82 , __","""3 ^ 0 + 1 = 2 3 ^ 2 + 1 = 10 3 ^ 4 + 1 = 82 3 ^ 6 + 1 = 730 the answer is b .""","a ) 630 , b ) 730 , c ) 830 , d ) 848 , e ) 900",b,general
find the ratio in which rice at rs . 7.30 a kg be mixed with rice at rs . 5.70 a kg to produce a mixture worth rs . 6.30 a kg,"""by the rule of alligation : cost of 1 kg rice of 1 st kind cost of 1 kg rice of 2 nd kind required ratio = 60 : 100 = 3 : 5 answer : c""","a ) 2 : 0 , b ) 2 : 3 , c ) 3 : 5 , d ) 2 : 2 , e ) 2 : 8",c,other
the h . c . f . of two numbers is 10 and the other two factors of their l . c . m . are 13 and 14 . the larger of the two numbers is :,"""clearly , the numbers are ( 10 x 13 ) and ( 10 x 14 ) . larger number = ( 10 x 14 ) = 140 . answer : option d""","a ) 100 , b ) 120 , c ) 180 , d ) 140 , e ) 60",d,other
"in a certain state , the ratio of registered republicans to registered democrats is 3 to 2 , and every registered voter is either a republican or a democrat . if 80 percent of the republicans and 20 percent of the democrats are expected to vote for candidate x , and everyone else is expected to vote for candidate y , by what percent is candidate x expected to win the election ?","""since we were expected to find a percentage figure - it thought that it might be easier to pick a ' smart number ' to represent the total number of voters ( republicans and democrats ) . therefore , i picked 100 ( as the total number of voters ) and thus 30 : 20 represents the number ratio of republicans : democrats . if 80 % of republicans ( which is ( 60 * 0.8 ) = 48 ) and 20 % of democrats ( 40 * 0.2 = 8 ) voted for candidate x , means that out of total of 100 voters ; 56 ( 48 + 8 ) voters voted for candidate x and 44 voted for candidate y . thus we can infer that candidate x is expected to win the election by 12 ( 56 - 44 ) votes . therefore candidate x is expected to win the election by ( 12 / 100 ) votes which is equivalent to 12 % . i think the answer is e .""","a ) 2 % , b ) 5 % , c ) 8 % , d ) 10 % , e ) 12 %",e,other
"a bottle contains a certain solution . in the bottled solution , the ratio of water to soap is 3 : 2 , and the ratio of soap to salt is four times this ratio . the solution is poured into an open container , and after some time , the ratio of water to soap in the open container is quartered by water evaporation . at that time , what is the ratio of water to salt in the solution ?","""water : soap = 3 : 2 soap : salt = 12 : 8 = > for 12 soap , salt = 8 = > for 2 soap , salt = ( 8 / 12 ) * 2 = 16 / 12 = 4 / 3 so , water : soap : salt = 3 : 2 : 4 / 3 = 9 : 6 : 4 after open container , water : soap : salt = 2.25 : 6 : 4 so , water : salt = 2.25 : 4 = 9 : 16 answer : c""","a ) 12 : 8 , b ) 8 : 16 , c ) 9 : 16 , d ) 8 : 12 , e ) 16 : 9",c,other
a began business with rs . 45000 and was joined afterwards by b with rs . 5400 . when did b join if the profits at the end of the year were divided in the ratio of 2 : 1 ?,"""45 * 12 : 54 * x = 2 : 1 x = 5 12 - 5 = 7 . answer : a""","a ) 7 , b ) 8 , c ) 9 , d ) 6 , e ) 5",a,other
what is the prime factors ’ number of 28 ?,"""prime factors ’ number , as i assume , for a number x = a ^ n * b ^ m * c ^ o * d ^ p . . . is = n + m + o + p . . . so , 28 = 2 ^ 2 * 7 ^ 1 prime factors ’ number will be 2 + 1 = 3 . hence , answer is b .""","a ) 2 , b ) 3 , c ) 4 , d ) 5 , e ) 6",b,other
"there are 418 doctors and nurses in a hospital . if the ratio of the doctors to the nurses is 8 : 11 , then how many nurses are there in the hospital ?","""given , the ratio of the doctors to the nurses is 8 : 11 number of nurses = 11 / 19 x 418 = 242 answer : c""","a ) 152 , b ) 209 , c ) 242 , d ) 171 , e ) 181",c,other
the ratio of numbers is 5 : 6 and their h . c . f is 4 . their l . c . m is :,"""let the numbers be 5 x and 6 x . then their h . c . f = x . so , x = 4 . so , the numbers are 20 and 24 . l . c . m of 20 and 24 = 120 . answer : e""","a ) 12 , b ) 16 , c ) 24 , d ) 48 , e ) 120",e,other
"tea worth rs . 126 per kg are mixed with a third variety in the ratio 1 : 1 : 2 . if the mixture is worth rs . 153 per kg , the price of the third variety per kg","""explanation : since first second varieties are mixed in equal proportions , so their average price = rs . ( 126 + 135 / 2 ) = rs . 130.50 so , the mixture is formed by mixing two varieties , one at rs . 130.50 per kg and the other at say , rs . x per kg in the ratio 2 : 2 , i . e . , 1 : 1 . we have to find x . cost of 1 kg tea of 1 st kind cost of 1 kg tea of 2 nd kind x - 153 / 22.50 = 1 = > x - 153 = 22.50 = > x = 175.50 . hence , price of the third variety = rs . 175.50 per kg . answer : c ) rs . 175.50""","a ) 175.59 , b ) 175.5 , c ) 175.57 , d ) 175.52 , e ) 175.11",c,other
"in a group of 95 students , 36 are taking history , and 32 are taking statistics . if 59 students are taking history or statistics or both , then how many students are taking history but not statistics ?","""number of students taking history = h = 36 number of students taking statistics = s = 32 total number of students = t = 90 number of students taking history or statistics or both = b = 59 number of students taking neither history nor statistics = n = 95 - 59 = 36 letxbe the number of students taking both history and statistics . then t = h + s + n - x or 95 = 36 + 32 + 36 - x or x = 9 now , number of students taking only history will be h - x or 36 - 9 = 27 answer : - e""","a ) 9 , b ) 19 , c ) 23 , d ) 45 , e ) 27",e,other
"a company conducted a survey about its two brands , a and b . x percent of respondents liked product a , ( x – 20 ) percent liked product b , 23 percent liked both products , and 23 percent liked neither product . what is the minimum number w of people surveyed by the company ?","""100 = x + x - 20 + 23 - 23 x = 60 , so , product a = 60 % , product b = 40 % , both = 23 % , neither = 23 % 23 % of the total no . of people should be an integer . so , a , bc are out . 60 % of d and 40 % of d are both integers . so , d satisfies all conditions . so , answer is d .""","a ) 46 , b ) 80 , c ) w . 90 , d ) w . 100 , e ) 200",d,other
a ratio between two numbers is 4 : 5 and their l . c . m . is 200 . the first number is,"""sol . let the required numbers be 4 x and 5 x . then , their l . c . m . is 20 x . ∴ 20 x = 200 ⇔ x = 10 . hence , the first number is 40 . answer b""","a ) 60 , b ) 40 , c ) 20 , d ) 15 , e ) none",b,other
the ratio between the sale price and the cost price of an article is 8 : 5 . what is the ratio between the profit and the cost price of that article ?,"""c . p . = rs . 5 x and s . p . = rs . 8 x . then , gain = rs . 3 x required ratio = 3 x : 5 x = 3 : 5 d""","a ) 23 , b ) 1 : 2 , c ) 2 : 5 , d ) 3 : 5 , e ) 25",d,other
"if two dice are thrown together , the probability of getting prime number on both dice is","""the number of exhaustive outcomes is 36 . let e be the event of getting a prime number on both the dice . p ( e ) = 8 / 36 = 2 / 9 . c )""","a ) 5 / 9 , b ) 1 / 9 , c ) 2 / 9 , d ) 4 / 9 , e ) 7 / 9",c,other
how many factors of 30 are odd numbers greater than 1 ?,"""prime factors of 30 are 2 ^ 1,3 ^ 1,5 ^ 1 total divisors = ( power if a prime factor + 1 ) total no . of odd factors ( 3,5 , ) = ( 1 + 1 ) ( 1 + 1 ) = 4 since we need odd divisors other than 1 = > 4 - 1 = 3 odd divisors b is the answer""","a ) 3 , b ) 3 , c ) 5 , d ) 6 , e ) 7",b,other
in what ratio should a variety of rice costing rs . 6.5 per kg be mixed with another variety of rice costing rs . 8.75 per kg to obtain a mixture costing rs . 7.50 per kg ?,"""let us say the ratio of the quantities of cheaper and dearer varieties = x : y by the rule of allegation , x / y = ( 8.75 - 7.50 ) / ( 7.50 - 6.5 ) = 5 / 4 answer : c""","a ) 5 / 6 , b ) 5 / 9 , c ) 5 / 4 , d ) 5 / 3 , e ) 7 / 6",c,other
the l . c . m of two numbers is 48 . the numbers are in the ratio 2 : 3 . the sum of numbers is :,"""let the numbers be 2 x and 3 x . then , their l . c . m = 6 x . so , 6 x = 48 or x = 8 . the numbers are 16 and 24 . hence , required sum = ( 16 + 24 ) = 40 . answer : c""","a ) 28 , b ) 30 , c ) 40 , d ) 50 , e ) 60",c,other
"find the greatest common factor ( gfc ) of 24 , 40 and 60 .",we first write the prime factorization of each given number 24 = 2 × 2 × 2 × 3 = 23 * cubic * × 3 40 = 2 × 2 × 2 × 5 = 23 * cubic * × 5 60 = 2 × 2 × 3 × 5 = 22 * square * × 3 × 5 gfc = 22 * square * = 4 corect answer is d ) 4,"a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",d,other
"in a class of 54 students , 12 enrolled for both english and german . 22 enrolled for german . if the students of the class enrolled for at least one of the two subjects , then how many students enrolled for only english and not german ?","""total = english + german - both + neither - - > 54 = english + 22 - 12 + 0 - - > english = 44 - - > only english = english - both = 44 - 12 = 32 . answer : e .""","a ) 30 , b ) 10 , c ) 18 , d ) 28 , e ) 32",e,other
what is the number of integers from 1 to 100 ( inclusive ) that are divisible by neither 5 nor by 6 ?,"""in 100 consecutive numbers , number of multiples of 5 = 100 / 5 = 20 ( ignore decimals ) in 100 consecutive numbers , number of multiples of 6 = 100 / 6 = 16 number of multiples of 5 * 6 i . e . 30 = 100 / 30 = 3 number of integers from 1 to 100 that are divisible by neither 5 nor by 6 = 100 - ( 29 + 16 - 3 ) { using the concept of sets here ) = 58 answer is c""","a ) 35 , b ) 47 , c ) 58 , d ) 26 , e ) 34",c,other
"in a sports club with 30 members , 17 play badminton and 18 play tennis and 2 do not play either . how many members play both badminton and tennis ?","""let x play both badminton and tennis so 17 - x play only badminton and 19 - x play only tennis . 2 play none and there are total 30 students . hence , ( 17 - x ) + ( 18 - x ) + x + 2 = 30 37 - 2 x + x = 30 37 - x = 30 x = 7 so 7 members play both badminton and tennis . a""","a ) 7 , b ) 8 , c ) 9 , d ) 10 , e ) 11",a,other
the h . c . f . of two numbers is 30 and the other two factors of their l . c . m . are 13 and 14 . the larger of the two numbers is :,"""clearly , the numbers are ( 30 x 13 ) and ( 30 x 14 ) . larger number = ( 30 x 14 ) = 420 . answer : option c""","a ) 276 , b ) 299 , c ) 420 , d ) 345 , e ) 365",c,other
"out of 400 students of a school , 325 play football , 175 play cricket and 50 neither play football nor cricket . how many students play both football and cricket ?","""n ( a ) = 325 , n ( b ) = 175 , n ( aub ) = 400 - 50 = 350 . required number = n ( anb ) = n ( a ) + n ( b ) - n ( aub ) = 325 + 175 - 350 = 150 . answer is b""","a ) 120 , b ) 150 , c ) 100 , d ) 180 , e ) 220",b,other
"if 85 percent of the test takers taking an old paper and pencil gmat exam answered the first question on a given math section correctly , and 75 percent of the test takers answered the second question correctly , and 15 percent of the test takers answered neither question correctly , what percent answered both correctly ?",{ total } = { first correctly } + { second correctly } - { both correctly } + { neither correctly } 100 = 85 + 75 - { both correctly } + 15 { both correctly } = 75 . answer : d .,"a ) 60 % , b ) 65 % , c ) 70 % , d ) 75 % , e ) 80 %",d,other
find the number of different prime factors of 2400,"""explanation : l . c . m of 2400 = 3 x 2 x 2 x 2 x 2 x 2 x 5 x 5 3 , 2 , 5 number of different prime factors is 3 . answer : option c""","a ) 4 , b ) 2 , c ) 3 , d ) 5 , e ) 6",c,other
two spheres of their radios in the ratio 4 : 3 . find its volumes ratio ?,sphere volume ( v ) = 4 / 3 π r ( power 3 ) : 4 / 3 π r ( power 3 ) = 4 ( power 3 ) : 3 ( power 3 ) = 64 : 27 answer is d .,"['a ) 64 : 13', 'b ) 13 : 64', 'c ) 27 : 64', 'd ) 64 : 27', 'e ) none of them']",d,other
"there are 15 slate rocks , 20 pumice rocks , and 10 granite rocks randomly distributed in a certain field . if 2 rocks are to be chosen at random and without replacement , what is the probability that both rocks will be slate rocks ?","""total no of rocks = 45 probability of choosing 1 st slate rock = 15 / 45 probability of choosing 2 nd slate rock = 14 / 44 ( without replacement ) so combined probability = 15 / 45 * 14 / 44 = 7 / 66 so , answer d .""","a ) 1 / 3 , b ) 7 / 22 , c ) 1 / 9 , d ) 7 / 66 , e ) 2 / 45",d,other
"in a certain pet shop , the ratio of dogs to cats to bunnies in stock is 3 : 7 : 13 . if the shop carries 352 dogs and bunnies total in stock , how many dogs are there ?","""let us assume the number of dogs , cats and bunnies to be 3 x , 7 x and 13 x total dogs and bunnies = 16 x . and we are given that 16 x = 352 . hence x = 22 . dogs = 3 x = 3 * 22 = 66 ( option b )""","a ) 42 , b ) 66 , c ) 98 , d ) 112 , e ) 154",b,other
the triplicate ratio of 1 : 9 is ?,"""13 : 93 = 1 : 729 answer : e""","a ) 1 : 0 , b ) 1 : 8 , c ) 1 : 7 , d ) 1 : 2 , e ) 1 : 729",e,other
"the ratio of two speeds of two trains is 3 to 4 . if each of the trains slows its speed 5 km / hr , what will be the ratio of these two train speeds ?",3 / 4 = 3 x / 4 x we need to find out ( 3 x + 5 ) / ( 4 x + 5 ) off course we can not solve this to arrive at any rational number hence e .,"a ) 3 / 4 , b ) 8 / 9 , c ) 18 / 19 , d ) 23 / 24 , e ) it can not be determined from the information given",e,other
